drug,brandNameDrug,medicalDrugName
Drisdol (Ergocalciferol Capsules),Drisdol,Ergocalciferol
Dritho-Scalp (Anthralin),Dritho-Scalp,Anthralin
Dronabinol Capsules (Marinol),Dronabinol,Marinol
Dronabinol Capsules (Marinol),Dronabinol,Marinol
Dronedarone Tablets (Multaq),Dronedarone,Multaq
Dronedarone Tablets (Multaq),Dronedarone,Multaq
Droperidol (Inapsine),Droperidol,Inapsine
Droperidol (Inapsine),Droperidol,Inapsine
Drospirenone and Estradiol (Angeliq),Drospirenone,Angeliq
Drospirenone and Estradiol (Angeliq),Drospirenone,Angeliq
Drospirenone and Ethinyl Estradiol (Yasmin),Drospirenone,Yasmin
Drospirenone and Ethinyl Estradiol (Yasmin),Drospirenone,Yasmin
Drospirenone and Ethinyl Estradiol (Yaz),Drospirenone,Yaz
Drospirenone and Ethinyl Estradiol (Yaz),Drospirenone,Yaz
Drospirenone/Ethinyl Estradiol/ Levomefolate Calcium Tablets and Levomefolate Calcuim Tablets (Beyaz),Drospirenone,Beyaz
Drospirenone/Ethinyl Estradiol/ Levomefolate Calcium Tablets and Levomefolate Calcuim Tablets (Beyaz),Drospirenone,Beyaz
Drospirenone/Ethinyl Estradiol/Levomefolate Calcium Tablets and Levomefolate (Safyral),Drospirenone,Safyral
Drospirenone/Ethinyl Estradiol/Levomefolate Calcium Tablets and Levomefolate (Safyral),Drospirenone,Safyral
Drotrecogin alfa (Xigris),Drotrecogin,Xigris
Drotrecogin alfa (Xigris),Drotrecogin,Xigris
Droxia (Hydroxyurea Capsules),Droxia,Hydroxyurea
Droxia (Hydroxyurea Capsules),Droxia,Hydroxyurea
Droxidopa Capsules (Northera),Droxidopa,Northera
Dtic-Dome (Dacarbazine),Dtic-Dome,Dacarbazine
Dtic-Dome (Dacarbazine),Dtic-Dome,Dacarbazine
DTP (Diphtheria and Tetanus Toxoids and Pertussis Vaccine Adsorbed USP),DTP,Diphtheria
Duac Topical Gel (Clindamycin Benzoyl Peroxide),Duac,Clindamycin
Duac Topical Gel (Clindamycin Benzoyl Peroxide),Duac,Clindamycin
Duagen (Dutasteride),Duagen,Dutasteride
Duavee (Conjugated Estrogens and Bazedoxifene Tablets),Duavee,Conjugated
Duetact (Pioglitazone Hydrochloride and Glimepiride Tablets),Duetact,Pioglitazone
Duetact (Pioglitazone Hydrochloride and Glimepiride Tablets),Duetact,Pioglitazone
Duexis (Ibuprofen and Famotidine Tablets),Duexis,Ibuprofen
Duexis (Ibuprofen and Famotidine Tablets),Duexis,Ibuprofen
"Dulaglutide Injection, for Subcutaneous Use (Trulicity)",Dulaglutide,Trulicity
"Dulera (Mometasone Furoate, Formoterol Fumarate Dihydrate Inhalation)",Dulera,Mometasone
"Dulera (Mometasone Furoate, Formoterol Fumarate Dihydrate Inhalation)",Dulera,Mometasone
Duloxetine Hcl (Cymbalta),Duloxetine,Cymbalta
Duloxetine Hcl (Cymbalta),Duloxetine,Cymbalta
DuoDote (Atropine and Pralidoxime Chloride Injection),DuoDote,Atropine
DuoDote (Atropine and Pralidoxime Chloride Injection),DuoDote,Atropine
Duoneb (Ipratropium Bromide and Albuterol Sulfate),Duoneb,Ipratropium
Duoneb (Ipratropium Bromide and Albuterol Sulfate),Duoneb,Ipratropium
Duopa (Carbidopa and Levodopa Enteral Suspension),Duopa,Carbidopa
Duraclon (Clonidine Injection),Duraclon,Clonidine
Duragesic (Fentanyl Transdermal),Duragesic,Fentanyl
Duragesic (Fentanyl Transdermal),Duragesic,Fentanyl
Duramorph (Morphine Injection),Duramorph,Morphine
Duranest (Etidocaine HCl),Duranest,Etidocaine
Durezol (Difluprednate Opthalmic Emulsion),Durezol,Difluprednate
Durezol (Difluprednate Opthalmic Emulsion),Durezol,Difluprednate
Duricef (Cefadroxil),Duricef,Cefadroxil
Duricef (Cefadroxil),Duricef,Cefadroxil
Durlaza (Aspirin Capsules),Durlaza,Aspirin
Dutasteride (Avodart),Dutasteride,Avodart
Dutasteride (Avodart),Dutasteride,Avodart
Dutasteride (Duagen),Dutasteride,Duagen
Dutasteride and Tamsulosin Hydrochloride Capsules (Jalyn),Dutasteride,Jalyn
Dutasteride and Tamsulosin Hydrochloride Capsules (Jalyn),Dutasteride,Jalyn
Dutoprol (Metroprolol),Dutoprol,Metroprolol
Dutrebis (Lamivudine and Raltegravir Film-coated Tablets),Dutrebis,Lamivudine
Dyanavel XR (Amphetamine Extended-release Oral Suspension),Dyanavel,Amphetamine
Dyazide (Hydrochlorothiazide and Triamterene),Dyazide,Hydrochlorothiazide
Dyazide (Hydrochlorothiazide and Triamterene),Dyazide,Hydrochlorothiazide
Dyloject (Diclofenac Sodium for Injection),Dyloject,Diclofenac
Dymista (Azelastine Hydrochloride and Fluticasone Propionate),Dymista,Azelastine
Dymista (Azelastine Hydrochloride and Fluticasone Propionate),Dymista,Azelastine
Dynacirc (Isradipine),Dynacirc,Isradipine
Dynacirc (Isradipine),Dynacirc,Isradipine
Dynacirc CR (Isradipine),Dynacirc,Isradipine
Dynacirc CR (Isradipine),Dynacirc,Isradipine
Dynapen (Dicloxacillin),Dynapen,Dicloxacillin
Dynapen (Dicloxacillin),Dynapen,Dicloxacillin
Dyphylline (Lufyllin),Dyphylline,Lufyllin
Dyphylline (Lufyllin),Dyphylline,Lufyllin
Dyrenium (Triamterene),Dyrenium,Triamterene
Dyrenium (Triamterene),Dyrenium,Triamterene
Dysport (Abobotulinumtoxin A Injection),Dysport,Abobotulinumtoxin
Dysport (Abobotulinumtoxin A Injection),Dysport,Abobotulinumtoxin
C1 Esterase Inhibitor [Human] Freeze Dried Powder (Cinryze),C1,Cinryze
C1 Esterase Inhibitor [Human] Freeze Dried Powder (Cinryze),C1,Cinryze
C1 Esterase Inhibitor [Recombinant] Intravenous Injection (Ruconest),C1,Ruconest
Ca-DTPA (Pentetate Calcium Trisodium Inj),Ca-DTPA,Pentetate
Cabazitaxel Injection (Jevtana),Cabazitaxel,Jevtana
Cabazitaxel Injection (Jevtana),Cabazitaxel,Jevtana
Cabergoline (Dostinex),Cabergoline,Dostinex
Cabergoline (Dostinex),Cabergoline,Dostinex
Cabometyx (Cabozantinib Tablets),Cabometyx,Cabozantinib
Cabozantinib Capsules (Cometriq),Cabozantinib,Cometriq
Cabozantinib Capsules (Cometriq),Cabozantinib,Cometriq
Cabozantinib Tablets (Cabometyx),Cabozantinib,Cabometyx
"Caduet (Amlodipine Besylate, Atorvastatin Calcium)",Caduet,Amlodipine
"Caduet (Amlodipine Besylate, Atorvastatin Calcium)",Caduet,Amlodipine
Cafcit (Caffeine Citrate),Cafcit,Caffeine
Cafcit (Caffeine Citrate),Cafcit,Caffeine
Cafergot (Ergotamine Tartrate and Caffeine),Cafergot,Ergotamine
Cafergot (Ergotamine Tartrate and Caffeine),Cafergot,Ergotamine
Caffeine Alkaloid (Caffeine and Sodium Benzoate Injection),Caffeine,Caffeine
Caffeine and Sodium Benzoate Injection (Caffeine Alkaloid),Caffeine,Caffeine
Caffeine Citrate (Cafcit),Caffeine,Cafcit
Caffeine Citrate (Cafcit),Caffeine,Cafcit
Calan (Verapamil HCl),Calan,Verapamil
Calan (Verapamil HCl),Calan,Verapamil
Calan SR (Verapamil Hydrochloride Sustained-Release Oral Caplets),Calan,Verapamil
Calcifediol Extended-release Capsules (Rayaldee),Calcifediol,Rayaldee
Calciferol (Ergocalciferol),Calciferol,Ergocalciferol
Calciferol (Ergocalciferol),Calciferol,Ergocalciferol
Calcijex Injection (Calcitrol),Calcijex,Calcitrol
Calcipotriene and Betamethasone Dipropionate (Taclonex),Calcipotriene,Taclonex
Calcipotriene and Betamethasone Dipropionate (Taclonex),Calcipotriene,Taclonex
"Calcipotriene and Betamethasone Dipropionate Foam, 0.005%/0.064% (Enstilar)",Calcipotriene,Enstilar
Calcipotriene and Betamethasone Dipropionate Topical Suspension (Taclonex Scalp),Calcipotriene,Taclonex
Calcipotriene and Betamethasone Dipropionate Topical Suspension (Taclonex Scalp),Calcipotriene,Taclonex
Calcipotriene Cream (Dovonex Cream),Calcipotriene,Dovonex
Calcipotriene Cream (Dovonex Cream),Calcipotriene,Dovonex
Calcipotriene Foam (Sorilux),Calcipotriene,Sorilux
Calcipotriene Ointment (Dovonex Ointment),Calcipotriene,Dovonex
Calcipotriene Ointment (Dovonex Ointment),Calcipotriene,Dovonex
Calcipotriene Solution (Dovonex Scalp),Calcipotriene,Dovonex
Calcipotriene Solution (Dovonex Scalp),Calcipotriene,Dovonex
Calcitonin-Salmon (Miacalcin),Calcitonin-Salmon,Miacalcin
Calcitonin-Salmon (Miacalcin),Calcitonin-Salmon,Miacalcin
Calcitonin-Salmon (rDNA origin) (Fortical),Calcitonin-Salmon,rDNA
Calcitonin-Salmon (rDNA origin) (Fortical),Calcitonin-Salmon,rDNA
Calcitriol (Rocaltrol),Calcitriol,Rocaltrol
Calcitriol (Rocaltrol),Calcitriol,Rocaltrol
Calcitriol Ointment (Vectical Ointment),Calcitriol,Vectical
Calcitriol Ointment (Vectical Ointment),Calcitriol,Vectical
Calcitrol (Calcijex Injection),Calcitrol,Calcijex
Calcium Acetate Oral Solution (Phoslyra),Calcium,Phoslyra
Calcium Acetate Tablet (Phoslo),Calcium,Phoslo
Calcium Acetate Tablet (Phoslo),Calcium,Phoslo
Calcium Chloride (Calcium Chloride Injection 10%),Calcium,Calcium
Calcium Chloride Injection 10% (Calcium Chloride),Calcium,Calcium
Calcium Disodium Versenate (Edetate Calcium Disodium Injection),Calcium,Edetate
Calcium Disodium Versenate (Edetate Calcium Disodium Injection),Calcium,Edetate
Calcium Gluconate (Calcium Gluconate),Calcium,Calcium
Calcium Gluconate (Calcium Gluconate),Calcium,Calcium
Calcium Hydroxylapatite Gel Filler for Wrinkle Reduction (Radiesse),Calcium,Radiesse
Caldolor (Ibuprofen in Water for Injection),Caldolor,Ibuprofen
Caldolor (Ibuprofen in Water for Injection),Caldolor,Ibuprofen
Calfactant (Infasurf),Calfactant,Infasurf
Calfactant (Infasurf),Calfactant,Infasurf
CaloMist Nasal Spray (Cyanocobalamin),CaloMist,Cyanocobalamin
Cambia (Diclofenac Potassium for Oral Solution),Cambia,Diclofenac
Cambia (Diclofenac Potassium for Oral Solution),Cambia,Diclofenac
Campath (Alemtuzumab),Campath,Alemtuzumab
Campath (Alemtuzumab),Campath,Alemtuzumab
Campral (Acamprosate Calcium),Campral,Acamprosate
Campral (Acamprosate Calcium),Campral,Acamprosate
Camptosar Injection (Irinotecan Hydrochloride),Camptosar,Irinotecan
Camptosar Injection (Irinotecan Hydrochloride),Camptosar,Irinotecan
canagliflozin and metformin hydrochloride (Invokamet XR),canagliflozin,Invokamet
Canagliflozin and Metformin Hydrochloride Tablets (Invokamet),Canagliflozin,Invokamet
Canagliflozin Tablets (Invokana),Canagliflozin,Invokana
Canakinumab Injection (Ilaris),Canakinumab,Ilaris
Canakinumab Injection (Ilaris),Canakinumab,Ilaris
Canasa (Mesalamine),Canasa,Mesalamine
Canasa (Mesalamine),Canasa,Mesalamine
Cancidas (Caspofungin Acetate for Injection),Cancidas,Caspofungin
Cancidas (Caspofungin Acetate for Injection),Cancidas,Caspofungin
Candesartan Cilexetil (Atacand),Candesartan,Atacand
Candesartan Cilexetil (Atacand),Candesartan,Atacand
Candesartan Cilexetil-Hydrochlorothiazide (Atacand HCT),Candesartan,Atacand
Candesartan Cilexetil-Hydrochlorothiazide (Atacand HCT),Candesartan,Atacand
Candida Albicans (Candin),Candida,Candin
Candin (Candida Albicans),Candin,Candida
Cangrelor for Injection (Kengreal),Cangrelor,Kengreal
Cantil (Mepenzolate Bromide),Cantil,Mepenzolate
Cantil (Mepenzolate Bromide),Cantil,Mepenzolate
Capastat Sulfate (Capreomycin for Injection),Capastat,Capreomycin
Capastat Sulfate (Capreomycin for Injection),Capastat,Capreomycin
Capecitabine (Xeloda),Capecitabine,Xeloda
Capecitabine (Xeloda),Capecitabine,Xeloda
Capex Shampoo (Fluocinolone Acetonide Topical Shampoo),Capex,Fluocinolone
Capex Shampoo (Fluocinolone Acetonide Topical Shampoo),Capex,Fluocinolone
Capoten (Captopril),Capoten,Captopril
Capoten (Captopril),Capoten,Captopril
Capozide (Captopril and Hydrochlorothiazide),Capozide,Captopril
Capozide (Captopril and Hydrochlorothiazide),Capozide,Captopril
Caprelsa (Vandetanib),Caprelsa,Vandetanib
Capreomycin for Injection (Capastat Sulfate),Capreomycin,Capastat
Capreomycin for Injection (Capastat Sulfate),Capreomycin,Capastat
Capromab Pendetide (ProstaScint Kit),Capromab,ProstaScint
Caprylidene Prescription Medical Food (Axona),Caprylidene,Axona
Capsaicin 8% Patch (Qutenza),Capsaicin,Qutenza
Captopril (Capoten),Captopril,Capoten
Captopril (Capoten),Captopril,Capoten
Captopril and Hydrochlorothiazide (Capozide),Captopril,Capozide
Captopril and Hydrochlorothiazide (Capozide),Captopril,Capozide
Carac (Fluorouracil),Carac,Fluorouracil
Carac (Fluorouracil),Carac,Fluorouracil
Carafate Suspension (Sucralfate),Carafate,Sucralfate
Carafate Suspension (Sucralfate),Carafate,Sucralfate
Carafate Tablets (Sucralfate),Carafate,Sucralfate
Carafate Tablets (Sucralfate),Carafate,Sucralfate
Carbachol Intraocular Solution (Miostat),Carbachol,Miostat
Carbachol Intraocular Solution (Miostat),Carbachol,Miostat
Carbaglu (Carglumic Acid Tablets),Carbaglu,Carglumic
Carbaglu (Carglumic Acid Tablets),Carbaglu,Carglumic
Carbamazepine (Tegretol),Carbamazepine,Tegretol
Carbamazepine (Tegretol),Carbamazepine,Tegretol
Carbamazepine Extended-Release (Carbatrol),Carbamazepine,Carbatrol
Carbamazepine Extended-Release (Carbatrol),Carbamazepine,Carbatrol
Carbamazepine Injection (Carnexiv),Carbamazepine,Carnexiv
Carbamazepine XR (Equetro),Carbamazepine,Equetro
Carbamazepine XR (Equetro),Carbamazepine,Equetro
Carbatrol (Carbamazepine Extended-Release),Carbatrol,Carbamazepine
Carbatrol (Carbamazepine Extended-Release),Carbatrol,Carbamazepine
Carbenicillin Indanyl Sodium (Geocillin),Carbenicillin,Geocillin
Carbidopa (Lodosyn),Carbidopa,Lodosyn
Carbidopa (Lodosyn),Carbidopa,Lodosyn
Carbidopa and Levodopa Capsules (Rytary),Carbidopa,Rytary
Carbidopa and Levodopa Enteral Suspension (Duopa),Carbidopa,Duopa
Carbidopa and Levodopa Extended-release Tablets (Parcopa),Carbidopa,Parcopa
"Carbidopa, Levodopa and Entacapone (Stalevo)",Carbidopa,Stalevo
"Carbidopa, Levodopa and Entacapone (Stalevo)",Carbidopa,Stalevo
Carbidopa-Levodopa (Sinemet),Carbidopa-Levodopa,Sinemet
Carbidopa-Levodopa (Sinemet),Carbidopa-Levodopa,Sinemet
Carbidopa-Levodopa Sustained Release (Sinemet CR),Carbidopa-Levodopa,Sinemet
Carbidopa-Levodopa Sustained Release (Sinemet CR),Carbidopa-Levodopa,Sinemet
Carbinoxamine Maleate and Pseudoephedrine HCl (Rondec),Carbinoxamine,Rondec
Carbinoxamine Maleate Extended-Release Oral Suspension (Karbinal ER),Carbinoxamine,Karbinal
Carbocaine (Mepivacaine),Carbocaine,Mepivacaine
Carbocaine (Mepivacaine),Carbocaine,Mepivacaine
Carboplatin (Paraplatin),Carboplatin,Paraplatin
Carboplatin (Paraplatin),Carboplatin,Paraplatin
Carboprost Tromethamine (Hemabate),Carboprost,Hemabate
Carboprost Tromethamine (Hemabate),Carboprost,Hemabate
Cardene I.V. (Nicardipine Hydrochloride),Cardene,Nicardipine
Cardene SR (Nicardipine Hydrochloride Sustained Release Capsules),Cardene,Nicardipine
Cardene SR (Nicardipine Hydrochloride Sustained Release Capsules),Cardene,Nicardipine
Cardiogen-82 (rubidium Rb 82 generator),Cardiogen-82,rubidium
Cardiolite (Prep kit for Technetium Tc99 Sestamibi for Injection),Cardiolite,Prep
Cardizem (Diltiazem Hydrochloride),Cardizem,Diltiazem
Cardizem (Diltiazem Hydrochloride),Cardizem,Diltiazem
Cardizem CD (Diltiazem HCl),Cardizem,Diltiazem
Cardizem CD (Diltiazem HCl),Cardizem,Diltiazem
Cardizem LA (Diltiazem),Cardizem,Diltiazem
Cardizem LA (Diltiazem),Cardizem,Diltiazem
Cardura (Doxazosin Mesylate),Cardura,Doxazosin
Cardura (Doxazosin Mesylate),Cardura,Doxazosin
Cardura XL (Doxazosin Mesylate Extended Release Tablets),Cardura,Doxazosin
Cardura XL (Doxazosin Mesylate Extended Release Tablets),Cardura,Doxazosin
Carfilzomib (Kyprolis ),Carfilzomib,Kyprolis
Carglumic Acid Tablets (Carbaglu),Carglumic,Carbaglu
Carglumic Acid Tablets (Carbaglu),Carglumic,Carbaglu
Carimune  (Immune Globulin Intravenous (Human) Nanofiltered Lyophilized Preparation),Carimune,Immune
Cariprazine Capsules (Vraylar),Cariprazine,Vraylar
Carisoprodol (Soma),Carisoprodol,Soma
Carisoprodol (Soma),Carisoprodol,Soma
Carisoprodol and Aspirin (Carisoprodol and Aspirin),Carisoprodol,Carisoprodol
Carisoprodol and Aspirin (Soma Compound),Carisoprodol,Soma
Carisoprodol and Aspirin (Soma Compound),Carisoprodol,Soma
"Carisoprodol, Aspirin, and Codeine (Soma Compound with Codeine)",Carisoprodol,Soma
"Carisoprodol, Aspirin, and Codeine (Soma Compound with Codeine)",Carisoprodol,Soma
Carmol HC (Hydrocortisone Acetate),Carmol,Hydrocortisone
Carmol HC (Hydrocortisone Acetate),Carmol,Hydrocortisone
Carmustine (BiCNU),Carmustine,BiCNU
Carmustine (BiCNU),Carmustine,BiCNU
Carnexiv (Carbamazepine Injection),Carnexiv,Carbamazepine
"Carnitor (Levocarnitine Tablets, Oral Solution, Sugar-Free)",Carnitor,Levocarnitine
Carnitor Injection (Levocarnitine Injection),Carnitor,Levocarnitine
Carteolol (Carteolol Hydrochloride),Carteolol,Carteolol
Carteolol (Carteolol Hydrochloride),Carteolol,Carteolol
Carteolol Hydrochloride (Carteolol),Carteolol,Carteolol
Carteolol Hydrochloride (Carteolol),Carteolol,Carteolol
Cartia XT (Diltiazem Hydrochloride Extended Release Capsules),Cartia,Diltiazem
Cartia XT (Diltiazem Hydrochloride Extended Release Capsules),Cartia,Diltiazem
Carticel (Autologous Cultured Chondrocytes for Implantation),Carticel,Autologous
Carvedilol (Coreg),Carvedilol,Coreg
Carvedilol (Coreg),Carvedilol,Coreg
Carvedilol Phosphate Extended-Release (Coreg CR),Carvedilol,Coreg
Carvedilol Phosphate Extended-Release (Coreg CR),Carvedilol,Coreg
Casodex (Bicalutamide),Casodex,Bicalutamide
Casodex (Bicalutamide),Casodex,Bicalutamide
Caspofungin Acetate for Injection (Cancidas),Caspofungin,Cancidas
Caspofungin Acetate for Injection (Cancidas),Caspofungin,Cancidas
Cataflam (Diclofenac Potassium Immediate-Release Tablets),Cataflam,Diclofenac
Cataflam (Diclofenac Potassium Immediate-Release Tablets),Cataflam,Diclofenac
Catapres (Clonidine),Catapres,Clonidine
Catapres (Clonidine),Catapres,Clonidine
Catapres-TTS (Clonidine),Catapres-TTS,Clonidine
Catapres-TTS (Clonidine),Catapres-TTS,Clonidine
Catridecacog Coagulation Factor XIII A-Subunit (Recombinant)  (Tretten),Catridecacog,Recombinant
Caverject (Alprostadil Injection),Caverject,Alprostadil
Caverject (Alprostadil Injection),Caverject,Alprostadil
Caverject Impulse (Alprostadil Dual Chamber System for Injection),Caverject,Alprostadil
Caverject Impulse (Alprostadil Dual Chamber System for Injection),Caverject,Alprostadil
Caverject Powder (Alprostadil Sterile Powder for Injection),Caverject,Alprostadil
Caverject Powder (Alprostadil Sterile Powder for Injection),Caverject,Alprostadil
Cayston (Aztreonam for Inhalation Solution),Cayston,Aztreonam
Cayston (Aztreonam for Inhalation Solution),Cayston,Aztreonam
Ceclor (Cefaclor),Ceclor,Cefaclor
Cedax (Ceftibuten),Cedax,Ceftibuten
Cedax (Ceftibuten),Cedax,Ceftibuten
CeeNU (Lomustine Capsules),CeeNU,Lomustine
CeeNU (Lomustine Capsules),CeeNU,Lomustine
Cefaclor (Ceclor),Cefaclor,Ceclor
Cefadroxil (Cefadroxil Hemihydrate),Cefadroxil,Cefadroxil
Cefadroxil (Duricef),Cefadroxil,Duricef
Cefadroxil (Duricef),Cefadroxil,Duricef
Cefadroxil Hemihydrate (Cefadroxil),Cefadroxil,Cefadroxil
Cefamandole (Mandol),Cefamandole,Mandol
Cefazolin and Dextrose for Injection (Cefazolin Injection),Cefazolin,Cefazolin
Cefazolin Injection (Cefazolin and Dextrose for Injection),Cefazolin,Cefazolin
Cefdinir (Omnicef),Cefdinir,Omnicef
Cefdinir (Omnicef),Cefdinir,Omnicef
Cefditoren Pivoxil (Spectracef),Cefditoren,Spectracef
Cefditoren Pivoxil (Spectracef),Cefditoren,Spectracef
Cefepime Hydrochloride for Injection (Maxipime),Cefepime,Maxipime
Cefepime Hydrochloride for Injection (Maxipime),Cefepime,Maxipime
Cefixime (Suprax),Cefixime,Suprax
Cefixime (Suprax),Cefixime,Suprax
Cefizox (Ceftizoxime),Cefizox,Ceftizoxime
Cefobid (Sterile Cefoperazone),Cefobid,Sterile
Cefotan (Cefotetan),Cefotan,Cefotetan
Cefotan (Cefotetan),Cefotan,Cefotetan
Cefotaxime (Cefotaxime for Injection),Cefotaxime,Cefotaxime
Cefotaxime (Claforan),Cefotaxime,Claforan
Cefotaxime (Claforan),Cefotaxime,Claforan
Cefotaxime for Injection (Cefotaxime),Cefotaxime,Cefotaxime
Cefotetan (Cefotan),Cefotetan,Cefotan
Cefotetan (Cefotan),Cefotetan,Cefotan
Cefoxitin (Mefoxin),Cefoxitin,Mefoxin
Cefoxitin (Mefoxin),Cefoxitin,Mefoxin
Cefpodoxmine Proxetil (Vantin),Cefpodoxmine,Vantin
Cefpodoxmine Proxetil (Vantin),Cefpodoxmine,Vantin
Cefprozil (Cefzil),Cefprozil,Cefzil
Cefprozil (Cefzil),Cefprozil,Cefzil
Ceftaroline Fosamil Injection for Intravenous (IV) Use (Teflaro),Ceftaroline,IV
Ceftaroline Fosamil Injection for Intravenous (IV) Use (Teflaro),Ceftaroline,IV
Ceftazidime (Ceptaz),Ceftazidime,Ceptaz
Ceftazidime (Fortaz),Ceftazidime,Fortaz
Ceftazidime (Fortaz),Ceftazidime,Fortaz
Ceftazidime Injection (Tazicef),Ceftazidime,Tazicef
Ceftazidime-avibactam for Injection (Avycaz),Ceftazidime-avibactam,Avycaz
Ceftibuten (Cedax),Ceftibuten,Cedax
Ceftibuten (Cedax),Ceftibuten,Cedax
Ceftin (Cefuroxime Axetil),Ceftin,Cefuroxime
Ceftin (Cefuroxime Axetil),Ceftin,Cefuroxime
Ceftizoxime (Cefizox),Ceftizoxime,Cefizox
Ceftolozane and Tazobactam for Injection (Zerbaxa),Ceftolozane,Zerbaxa
Ceftriaxone (Ceftriaxone Sodium and Dextrose Injection ),Ceftriaxone,Ceftriaxone
Ceftriaxone (Rocephin),Ceftriaxone,Rocephin
Ceftriaxone (Rocephin),Ceftriaxone,Rocephin
Ceftriaxone Sodium and Dextrose Injection  (Ceftriaxone),Ceftriaxone,Ceftriaxone
Cefuroxime (Cefuroxime Injection),Cefuroxime,Cefuroxime
Cefuroxime (Zinacef),Cefuroxime,Zinacef
Cefuroxime Axetil (Ceftin),Cefuroxime,Ceftin
Cefuroxime Axetil (Ceftin),Cefuroxime,Ceftin
Cefuroxime Injection (Cefuroxime),Cefuroxime,Cefuroxime
Cefzil (Cefprozil),Cefzil,Cefprozil
Cefzil (Cefprozil),Cefzil,Cefprozil
Celebrex (Celecoxib),Celebrex,Celecoxib
Celebrex (Celecoxib),Celebrex,Celecoxib
Celecoxib (Celebrex),Celecoxib,Celebrex
Celecoxib (Celebrex),Celecoxib,Celebrex
Celestone Soluspan (Betamethasone Injectable Suspension),Celestone,Betamethasone
Celestone Syrup (Betamethasone),Celestone,Betamethasone
Celestone Syrup (Betamethasone),Celestone,Betamethasone
